ocel:eid,ocel:timestamp,ocel:activity,weight,price,ocel:type:items,ocel:type:products,ocel:type:customers,ocel:type:orders,ocel:type:packages
12484.0,2019-12-03 17:13:10,send package,9.011,11680.93,"['884622', '884551', '884620', '884625', '884492', '884550', '884624', '884491', '884553', '884565', '884563', '884627', '884561', '884562', '884621']","['iPhone X', 'iPad', 'MacBook Pro', 'Echo Show 5', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'Fire Stick', 'Fire Stick 4K', 'MacBook Air', 'Echo Dot']",['Majid Rafiei'],"['991137', '991122', '991136', '991120', '991106']",['660733']
12485.0,2019-12-03 17:15:41,pick item,0.483,1099.0,['884366'],['iPad Pro'],['Marco Pegoraro'],['991080'],
12486.0,2019-12-03 17:20:23,place order,2.915,1760.97,"['884673', '884674', '884678', '884676', '884677', '884675', '884679']","['iPhone X', 'Kindle Paperwhite', 'iPhone 8', 'Fire Stick 4K', 'Kindle', 'Echo']",['Mahsa Bafrani'],['991148'],
12487.0,2019-12-03 18:46:05,item out of stock,0.166,799.0,['884603'],['iPhone 11'],['Christine Dobbert'],['991131'],
12488.0,2019-12-03 18:52:23,confirm order,2.071,2421.98,"['884668', '884671', '884670', '884669', '884672']","['iPhone 11 Pro', 'iPhone 8', 'Kindle', 'Echo Show 8']",['Tobias Brockhoff'],['991147'],
12489.0,2019-12-03 19:00:33,place order,2.113,2238.99,"['884681', '884682', '884680', '884683']","['iPad Air', 'iPhone 8', 'iPad Pro', 'Echo Show 8']",['Marco Pegoraro'],['991149'],
12490.0,2019-12-03 20:06:52,pick item,0.188,1149.0,['884637'],['iPhone 11 Pro'],['Christine Dobbert'],['991138'],
12491.0,2019-12-03 21:40:41,place order,2.305,2513.98,"['884686', '884685', '884684', '884687']","['Kindle Paperwhite', 'Fire Stick 4K', 'MacBook Air']",['Seran Uysal'],['991150'],
12492.0,2019-12-03 21:41:40,reorder item,1.37,2500.0,['884629'],['MacBook Pro'],['Christine Dobbert'],['991138'],
12493.0,2019-12-04 06:22:00,place order,1.416,3004.0,"['884689', '884688']","['iPhone 11', 'MacBook Air']",['Lisa Mannel'],['991151'],
12494.0,2019-12-04 08:14:12,pay order,1.02,550.98,"['884117', '884118', '884119']","['iPad Air', 'Echo Dot', 'Fire Stick']",['Luis Santos'],['991022'],
12495.0,2019-12-04 08:42:46,pick item,1.37,2500.0,['884644'],['MacBook Pro'],['Kefang Ding'],['991140'],
12496.0,2019-12-04 09:00:37,pick item,0.495,129.0,['884679'],['Kindle Paperwhite'],['Mahsa Bafrani'],['991148'],
12497.0,2019-12-04 09:13:48,item out of stock,0.98,129.99,['884626'],['Echo Show 8'],['Majid Rafiei'],['991137'],
12498.0,2019-12-04 09:28:04,pick item,0.495,129.0,['884685'],['Kindle Paperwhite'],['Seran Uysal'],['991150'],
12499.0,2019-12-04 09:34:22,pick item,0.483,495.0,['884619'],['iPad'],['Majid Rafiei'],['991136'],
12500.0,2019-12-04 09:56:30,pick item,1.25,2200.0,['884421'],['MacBook Air'],['Mahnaz Qafari'],['991089'],
12501.0,2019-12-04 10:02:00,place order,1.923,1682.98,"['884693', '884690', '884692', '884691']","['Echo Dot', 'iPad mini', 'Echo', 'iPad Pro']",['Mahnaz Qafari'],['991152'],
12502.0,2019-12-04 10:02:13,reorder item,0.166,799.0,['884603'],['iPhone 11'],['Christine Dobbert'],['991131'],
12503.0,2019-12-04 10:11:05,pick item,0.28,449.0,['884639'],['iPad mini'],['Kefang Ding'],['991140'],
12504.0,2019-12-04 10:26:48,pay order,0.98,134.99,['884638'],['Echo Show 8'],['Wil van der Aalst'],['991139'],
12505.0,2019-12-04 10:27:12,pick item,0.166,799.0,['884689'],['iPhone 11'],['Lisa Mannel'],['991151'],
12506.0,2019-12-04 10:37:03,confirm order,1.416,3004.0,"['884689', '884688']","['iPhone 11', 'MacBook Air']",['Lisa Mannel'],['991151'],
12507.0,2019-12-04 10:40:06,pick item,0.28,449.0,['884642'],['iPad mini'],['Kefang Ding'],['991140'],
12508.0,2019-12-04 10:40:44,item out of stock,0.78,99.99,['884675'],['Echo'],['Mahsa Bafrani'],['991148'],
12509.0,2019-12-04 10:57:29,pick item,0.98,129.99,['884682'],['Echo Show 8'],['Marco Pegoraro'],['991149'],
12510.0,2019-12-04 10:57:29,create package,0.188,1149.0,['884371'],['iPhone 11 Pro'],['Tobias Brockhoff'],['991082'],['660734']
12511.0,2019-12-04 11:02:01,pick item,0.28,449.0,['884692'],['iPad mini'],['Mahnaz Qafari'],['991152'],
12512.0,2019-12-04 11:02:01,create package,1.6469999999999998,957.99,"['884511', '884527', '884525']","['iPhone X', 'Kindle Paperwhite', 'Echo Show 8']",['Anahita Farhang Ghahfarokhi'],"['991115', '991112']",['660735']
12513.0,2019-12-04 11:06:47,pick item,1.37,2500.0,['884649'],['MacBook Pro'],['Junxiong Gao'],['991142'],
12514.0,2019-12-04 11:12:30,item out of stock,0.188,1149.0,['884671'],['iPhone 11 Pro'],['Tobias Brockhoff'],['991147'],
12515.0,2019-12-04 11:23:47,place order,1.724,4453.0,"['884696', '884695', '884694']","['iPhone 11', 'iPhone 11 Pro', 'MacBook Pro']",['Mahsa Bafrani'],['991153'],
12516.0,2019-12-04 11:28:12,pay order,3.633,1378.95,"['884492', '884489', '884491', '884487', '884488', '884490', '884486']","['Echo Show 5', 'Echo Dot', 'iPhone 8', 'Echo Plus', 'Fire Stick', 'iPad']",['Majid Rafiei'],['991106'],
12517.0,2019-12-04 11:33:06,item out of stock,0.188,1149.0,['884593'],['iPhone 11 Pro'],['Luis Santos'],['991129'],
12518.0,2019-12-04 11:34:04,pick item,0.166,799.0,['884694'],['iPhone 11'],['Mahsa Bafrani'],['991153'],
12519.0,2019-12-04 11:43:59,pick item,1.37,2500.0,['884695'],['MacBook Pro'],['Mahsa Bafrani'],['991153'],
12520.0,2019-12-04 11:43:59,create package,5.778,7443.97,"['884607', '884606', '884633', '884637', '884463', '884635', '884634', '884608', '884660', '884604']","['iPhone X', 'MacBook Pro', 'iPhone 11 Pro', 'iPhone 8', 'Fire Stick', 'Echo Studio', 'iPad mini']",['Christine Dobbert'],"['991145', '991098', '991132', '991138', '991131']",['660736']
12521.0,2019-12-04 11:49:56,confirm order,2.915,1760.97,"['884673', '884674', '884678', '884676', '884677', '884675', '884679']","['iPhone X', 'Kindle Paperwhite', 'iPhone 8', 'Fire Stick 4K', 'Kindle', 'Echo']",['Mahsa Bafrani'],['991148'],
12522.0,2019-12-04 11:59:10,payment reminder,1.046,893.99,"['884155', '884156']","['iPhone 11', 'Echo Show 5']",['Luis Santos'],['991031'],
12523.0,2019-12-04 12:15:09,pick item,0.78,99.99,['884609'],['Echo'],['Lisa Mannel'],['991133'],
12524.0,2019-12-04 12:27:31,send package,3.198,4267.97,"['884578', '884579', '884581', '884576', '884577', '884580']","['iPhone 11 Pro', 'Echo Dot', 'iPad mini', 'MacBook Pro', 'Fire Stick', 'Echo']",['Junxiong Gao'],['991126'],['660731']
12525.0,2019-12-04 12:28:32,pick item,0.21,529.0,['884670'],['iPhone 8'],['Tobias Brockhoff'],['991147'],
12526.0,2019-12-04 12:43:20,pay order,0.8809999999999999,1762.99,"['884592', '884593', '884594']","['iPhone 11 Pro', 'iPhone 8', 'Kindle']",['Luis Santos'],['991129'],
12527.0,2019-12-04 13:05:15,pick item,0.172,699.0,['884674'],['iPhone X'],['Mahsa Bafrani'],['991148'],
12528.0,2019-12-04 13:06:50,pick item,0.78,99.99,['884665'],['Echo'],['Lisa Mannel'],['991146'],
12529.0,2019-12-04 13:07:22,place order,0.8490000000000001,1338.99,"['884697', '884699', '884698']","['iPhone 11', 'Fire Stick', 'iPad']",['Mohammadreza Fani Sani'],['991154'],
12530.0,2019-12-04 13:09:15,pick item,0.98,129.99,['884605'],['Echo Show 8'],['Christine Dobbert'],['991131'],
12531.0,2019-12-04 13:28:56,package delivered,3.198,4267.97,"['884578', '884579', '884581', '884576', '884577', '884580']","['iPhone 11 Pro', 'Echo Dot', 'iPad mini', 'MacBook Pro', 'Fire Stick', 'Echo']",['Junxiong Gao'],['991126'],['660731']
12532.0,2019-12-04 13:33:15,pay order,4.574,7152.99,"['884556', '884558', '884557', '884560', '884559']","['iPhone 11 Pro', 'iPhone 11', 'Echo Studio', 'MacBook Pro']",['Luis Santos'],['991121'],
12533.0,2019-12-04 13:54:29,pick item,0.28,449.0,['884596'],['iPad mini'],['Christina Rensinghof'],['991130'],
12534.0,2019-12-04 14:04:41,confirm order,2.113,2238.99,"['884681', '884682', '884680', '884683']","['iPad Air', 'iPhone 8', 'iPad Pro', 'Echo Show 8']",['Marco Pegoraro'],['991149'],
12535.0,2019-12-04 14:12:32,send package,1.6469999999999998,957.99,"['884511', '884527', '884525']","['iPhone X', 'Kindle Paperwhite', 'Echo Show 8']",['Anahita Farhang Ghahfarokhi'],"['991115', '991112']",['660735']
12536.0,2019-12-04 14:14:31,pick item,1.48,199.99,['884646'],['Echo Studio'],['Marco Pegoraro'],['991141'],
12537.0,2019-12-04 14:22:25,pick item,1.37,2500.0,['884595'],['MacBook Pro'],['Christina Rensinghof'],['991130'],
12538.0,2019-12-04 14:28:10,reorder item,0.188,1149.0,['884671'],['iPhone 11 Pro'],['Tobias Brockhoff'],['991147'],
12539.0,2019-12-04 14:29:40,pick item,1.28,149.99,['884628'],['Echo Plus'],['Majid Rafiei'],['991137'],
12540.0,2019-12-04 14:34:31,place order,3.133,3753.99,"['884700', '884701', '884702']","['iPad Pro', 'Echo Plus', 'MacBook Pro']",['Mahsa Bafrani'],['991155'],
12541.0,2019-12-04 14:40:17,pick item,0.2,39.99,['884630'],['Fire Stick'],['Christine Dobbert'],['991138'],
12542.0,2019-12-04 14:40:17,create package,0.188,1149.0,['884433'],['iPhone 11 Pro'],['Claudia Graf'],['991093'],['660737']
12543.0,2019-12-04 14:47:24,pick item,0.2,39.99,['884488'],['Fire Stick'],['Majid Rafiei'],['991106'],
12544.0,2019-12-04 14:47:24,create package,2.643,4603.0,"['884695', '884694', '884674', '884336', '884679']","['iPhone 11', 'iPhone X', 'Kindle Paperwhite', 'iPad Air', 'MacBook Pro']",['Mahsa Bafrani'],"['991073', '991153', '991148']",['660738']
12545.0,2019-12-04 15:08:11,confirm order,3.3360000000000003,2702.98,"['884660', '884659', '884661', '884658']","['iPhone 11 Pro', 'Echo Studio']",['Christine Dobbert'],['991145'],
12546.0,2019-12-04 15:13:06,failed delivery,1.6469999999999998,957.99,"['884511', '884527', '884525']","['iPhone X', 'Kindle Paperwhite', 'Echo Show 8']",['Anahita Farhang Ghahfarokhi'],"['991115', '991112']",['660735']
12547.0,2019-12-04 15:23:47,reorder item,0.166,799.0,['884636'],['iPhone 11'],['Christine Dobbert'],['991138'],
12548.0,2019-12-04 15:27:02,payment reminder,3.072,6140.99,"['883687', '883690', '883689', '883691', '883686', '883688']","['iPhone 11', 'iPhone 11 Pro', 'Echo Show 5', 'iPad mini', 'MacBook Pro']",['Junxiong Gao'],['990918'],
12549.0,2019-12-04 15:32:58,pick item,0.2,39.99,['884664'],['Fire Stick'],['Lisa Mannel'],['991146'],
12550.0,2019-12-04 15:37:15,confirm order,1.923,1682.98,"['884693', '884690', '884692', '884691']","['Echo Dot', 'iPad mini', 'Echo', 'iPad Pro']",['Mahnaz Qafari'],['991152'],
12551.0,2019-12-04 15:43:14,pick item,1.25,2200.0,['884687'],['MacBook Air'],['Seran Uysal'],['991150'],
12552.0,2019-12-04 15:45:13,pick item,0.38,29.99,['884655'],['Echo Dot'],['Seran Uysal'],['991144'],
12553.0,2019-12-04 15:46:50,confirm order,3.177,8008.98,"['884630', '884632', '884631', '884637', '884629', '884636', '884634', '884633', '884635']","['iPhone 11', 'iPhone 11 Pro', 'iPhone X', 'iPhone 8', 'iPad Pro', 'Fire Stick', 'MacBook Pro']",['Christine Dobbert'],['991138'],
12554.0,2019-12-04 15:53:01,pick item,0.483,1099.0,['884701'],['iPad Pro'],['Mahsa Bafrani'],['991155'],
12555.0,2019-12-04 15:58:12,pick item,0.495,129.0,['884673'],['Kindle Paperwhite'],['Mahsa Bafrani'],['991148'],
12556.0,2019-12-04 15:58:12,create package,3.358,4825.99,"['884538', '884190', '884692', '884421', '884413', '884478']","['iPhone X', 'iPhone 8', 'Echo Plus', 'MacBook Air', 'iPhone 11', 'iPad mini']",['Mahnaz Qafari'],"['991038', '991089', '991152', '991117', '991103']",['660739']
12557.0,2019-12-04 15:59:05,pick item,1.25,2200.0,['884442'],['MacBook Air'],['Mahnaz Qafari'],['991094'],
12558.0,2019-12-04 15:59:50,item out of stock,0.21,529.0,['884676'],['iPhone 8'],['Mahsa Bafrani'],['991148'],
12559.0,2019-12-04 16:03:16,pick item,0.78,99.99,['884645'],['Echo'],['Kefang Ding'],['991140'],
12560.0,2019-12-04 16:08:54,failed delivery,3.916,3974.97,"['884571', '884600', '884617', '884172', '884616', '884598']","['Echo Show 5', 'Echo Dot', 'Kindle', 'iPad Air', 'iPad Pro', 'MacBook Air']",['Christina Rensinghof'],"['991130', '991034', '991124', '991135']",['660732']
12561.0,2019-12-04 16:20:10,reorder item,0.188,1149.0,['884661'],['iPhone 11 Pro'],['Christine Dobbert'],['991145'],
12562.0,2019-12-04 16:24:39,pick item,0.483,79.99,['884678'],['Kindle'],['Mahsa Bafrani'],['991148'],
12563.0,2019-12-04 16:28:49,place order,0.998,1981.99,"['884703', '884706', '884704', '884705']","['iPhone 11', 'iPhone X', 'Echo Dot', 'iPad mini']",['Gyunam Park'],['991156'],
12564.0,2019-12-04 16:30:18,item out of stock,1.25,2200.0,['884688'],['MacBook Air'],['Lisa Mannel'],['991151'],
12565.0,2019-12-04 16:31:13,pay order,4.468,4226.98,"['884639', '884641', '884645', '884643', '884644', '884642', '884640']","['Kindle Paperwhite', 'iPad', 'iPad mini', 'MacBook Pro', 'Echo']",['Kefang Ding'],['991140'],
12566.0,2019-12-04 16:45:12,pay order,5.03,10394.99,"['884537', '884536', '884534', '884530', '884533', '884528', '884532', '884531', '884529', '884535']","['iPad Air', 'iPhone X', 'MacBook Pro', 'iPhone 11 Pro', 'Echo Show 5', 'iPhone 8', 'MacBook Air', 'iPhone 11']",['Luis Santos'],['991116'],
12567.0,2019-12-04 16:46:38,pick item,0.166,799.0,['884326'],['iPhone 11'],['Christina Rensinghof'],['991070'],
12568.0,2019-12-04 16:47:57,send package,0.188,1149.0,['884371'],['iPhone 11 Pro'],['Tobias Brockhoff'],['991082'],['660734']
12569.0,2019-12-04 16:53:15,pick item,1.25,2200.0,['884547'],['MacBook Air'],['Kefang Ding'],['991119'],
12570.0,2019-12-04 16:56:00,pick item,0.188,1149.0,['884662'],['iPhone 11 Pro'],['Lisa Mannel'],['991146'],
12571.0,2019-12-04 16:56:00,create package,1.412,2426.99,"['884583', '884122', '884591', '884586']","['iPhone 11', 'Kindle', 'iPad mini', 'iPad Pro']",['Gyunam Park'],"['991024', '991127', '991128']",['660740']
12572.0,2019-12-04 17:05:44,pick item,0.78,99.99,['884690'],['Echo'],['Mahnaz Qafari'],['991152'],
12573.0,2019-12-04 17:10:03,reorder item,0.98,129.99,['884597'],['Echo Show 8'],['Christina Rensinghof'],['991130'],
12574.0,2019-12-04 17:16:37,send package,2.643,4603.0,"['884695', '884694', '884674', '884336', '884679']","['iPhone 11', 'iPhone X', 'Kindle Paperwhite', 'iPad Air', 'MacBook Pro']",['Mahsa Bafrani'],"['991073', '991153', '991148']",['660738']
12575.0,2019-12-04 17:21:17,pay order,6.263,4382.93,"['884420', '884414', '884415', '884416', '884418', '884422', '884421', '884419', '884413', '884417']","['iPhone 8', 'Echo Plus', 'Fire Stick', 'MacBook Air', 'Echo Dot', 'iPad Pro', 'Echo']",['Mahnaz Qafari'],['991089'],
12576.0,2019-12-04 17:23:51,send package,0.188,1149.0,['884433'],['iPhone 11 Pro'],['Claudia Graf'],['991093'],['660737']
12577.0,2019-12-04 17:32:28,pick item,1.25,2200.0,['884306'],['MacBook Air'],['Kefang Ding'],['991066'],
12578.0,2019-12-04 17:32:41,pay order,3.072,6140.99,"['883687', '883690', '883689', '883691', '883686', '883688']","['iPhone 11', 'iPhone 11 Pro', 'Echo Show 5', 'iPad mini', 'MacBook Pro']",['Junxiong Gao'],['990918'],
12579.0,2019-12-04 17:36:51,package delivered,0.188,1149.0,['884433'],['iPhone 11 Pro'],['Claudia Graf'],['991093'],['660737']
12580.0,2019-12-04 17:49:07,package delivered,1.6469999999999998,957.99,"['884511', '884527', '884525']","['iPhone X', 'Kindle Paperwhite', 'Echo Show 8']",['Anahita Farhang Ghahfarokhi'],"['991115', '991112']",['660735']
12581.0,2019-12-04 17:57:35,send package,1.412,2426.99,"['884583', '884122', '884591', '884586']","['iPhone 11', 'Kindle', 'iPad mini', 'iPad Pro']",['Gyunam Park'],"['991024', '991127', '991128']",['660740']
12582.0,2019-12-04 18:17:26,place order,1.36,164.98,"['884707', '884708']","['Echo Dot', 'Echo Show 8']",['Seran Uysal'],['991157'],
12583.0,2019-12-04 18:21:23,pick item,0.21,529.0,['884487'],['iPhone 8'],['Majid Rafiei'],['991106'],
12584.0,2019-12-04 18:23:49,item out of stock,1.48,199.99,['884659'],['Echo Studio'],['Christine Dobbert'],['991145'],
12585.0,2019-12-04 18:25:01,item out of stock,0.483,1099.0,['884683'],['iPad Pro'],['Marco Pegoraro'],['991149'],
12586.0,2019-12-04 19:12:03,reorder item,1.25,2200.0,['884688'],['MacBook Air'],['Lisa Mannel'],['991151'],
12587.0,2019-12-04 19:35:58,pick item,0.78,99.99,['884416'],['Echo'],['Mahnaz Qafari'],['991089'],
12588.0,2019-12-04 19:35:58,create package,4.1,4004.95,"['884665', '884611', '884689', '884480', '884662', '884663', '884609', '884664', '884667', '884610']","['Echo Show 5', 'iPhone 11 Pro', 'Fire Stick', 'iPhone 11', 'Echo Dot', 'iPad mini', 'Echo']",['Lisa Mannel'],"['991133', '991146', '991151', '991104']",['660741']
12589.0,2019-12-04 19:56:01,pay order,2.708,2321.97,"['884666', '884665', '884664', '884667', '884662', '884663']","['iPhone 11 Pro', 'iPad mini', 'Echo', 'Fire Stick', 'Echo Show 8']",['Lisa Mannel'],['991146'],
12590.0,2019-12-04 20:25:49,pick item,0.2,39.99,['884221'],['Fire Stick'],['Marco Pegoraro'],['991045'],
12591.0,2019-12-04 20:31:53,place order,0.446,1253.0,"['884710', '884709']","['iPhone 11', 'iPad mini']",['Kefang Ding'],['991158'],
12592.0,2019-12-04 21:58:50,pick item,0.188,1149.0,['884696'],['iPhone 11 Pro'],['Mahsa Bafrani'],['991153'],
12593.0,2019-12-05 00:29:12,place order,1.091,3311.0,"['884713', '884711', '884712', '884714']","['iPhone 11 Pro', 'iPhone 8', 'iPad Pro']",['Seran Uysal'],['991159'],
12594.0,2019-12-05 08:13:01,pick item,0.21,529.0,['884681'],['iPhone 8'],['Marco Pegoraro'],['991149'],
12595.0,2019-12-05 08:17:01,package delivered,2.643,4603.0,"['884695', '884694', '884674', '884336', '884679']","['iPhone 11', 'iPhone X', 'Kindle Paperwhite', 'iPad Air', 'MacBook Pro']",['Mahsa Bafrani'],"['991073', '991153', '991148']",['660738']
12596.0,2019-12-05 08:31:16,payment reminder,1.501,2111.97,"['884191', '884187', '884188', '884192', '884189', '884190']","['iPhone 11', 'iPhone X', 'iPad mini', 'Fire Stick', 'Kindle']",['Mahnaz Qafari'],['991038'],
12597.0,2019-12-05 09:01:22,pay order,0.763,949.0,"['884111', '884110']","['iPad mini', 'iPad']",['Kefang Ding'],['991020'],
12598.0,2019-12-05 09:21:30,reorder item,0.78,99.99,['884675'],['Echo'],['Mahsa Bafrani'],['991148'],
12599.0,2019-12-05 09:31:22,package delivered,9.011,11680.93,"['884622', '884551', '884620', '884625', '884492', '884550', '884624', '884491', '884553', '884565', '884563', '884627', '884561', '884562', '884621']","['iPhone X', 'iPad', 'MacBook Pro', 'Echo Show 5', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'Fire Stick', 'Fire Stick 4K', 'MacBook Air', 'Echo Dot']",['Majid Rafiei'],"['991137', '991122', '991136', '991120', '991106']",['660733']
12600.0,2019-12-05 09:33:54,place order,0.667,833.0,"['884716', '884715']","['iPhone X', 'Kindle Paperwhite']",['Lisa Mannel'],['991160'],
12601.0,2019-12-05 09:41:37,pick item,1.28,149.99,['884476'],['Echo Plus'],['Christine Dobbert'],['991102'],
12602.0,2019-12-05 09:42:39,confirm order,1.091,3311.0,"['884713', '884711', '884712', '884714']","['iPhone 11 Pro', 'iPhone 8', 'iPad Pro']",['Seran Uysal'],['991159'],
12603.0,2019-12-05 09:46:00,pay order,1.091,3311.0,"['884713', '884711', '884712', '884714']","['iPhone 11 Pro', 'iPhone 8', 'iPad Pro']",['Seran Uysal'],['991159'],
12604.0,2019-12-05 09:51:21,confirm order,1.724,4453.0,"['884696', '884695', '884694']","['iPhone 11', 'iPhone 11 Pro', 'MacBook Pro']",['Mahsa Bafrani'],['991153'],
12605.0,2019-12-05 09:55:03,pay order,1.724,4453.0,"['884696', '884695', '884694']","['iPhone 11', 'iPhone 11 Pro', 'MacBook Pro']",['Mahsa Bafrani'],['991153'],
12606.0,2019-12-05 09:58:14,confirm order,0.8490000000000001,1338.99,"['884697', '884699', '884698']","['iPhone 11', 'Fire Stick', 'iPad']",['Mohammadreza Fani Sani'],['991154'],
12607.0,2019-12-05 10:16:05,pay order,1.89,773.98,"['884607', '884608', '884606']","['iPhone 8', 'Echo Studio', 'Fire Stick']",['Christine Dobbert'],['991132'],
12608.0,2019-12-05 10:31:50,pick item,0.166,799.0,['884603'],['iPhone 11'],['Christine Dobbert'],['991131'],
12609.0,2019-12-05 10:34:00,pick item,0.188,1149.0,['884671'],['iPhone 11 Pro'],['Tobias Brockhoff'],['991147'],
12610.0,2019-12-05 10:34:51,pick item,0.483,495.0,['884640'],['iPad'],['Kefang Ding'],['991140'],
12611.0,2019-12-05 10:44:29,pick item,0.44,476.0,['884680'],['iPad Air'],['Marco Pegoraro'],['991149'],
12612.0,2019-12-05 10:54:21,confirm order,1.36,164.98,"['884707', '884708']","['Echo Dot', 'Echo Show 8']",['Seran Uysal'],['991157'],
12613.0,2019-12-05 10:59:20,reorder item,0.21,529.0,['884676'],['iPhone 8'],['Mahsa Bafrani'],['991148'],
12614.0,2019-12-05 11:01:37,payment reminder,4.435,1508.95,"['884199', '884193', '884197', '884198', '884196', '884200', '884194', '884195']","['Echo Show 5', 'iPad Air', 'Echo Dot', 'Kindle Paperwhite', 'Echo Studio', 'iPad mini', 'Fire Stick 4K', 'Fire Stick']",['Luis Santos'],['991039'],
12615.0,2019-12-05 11:02:58,item out of stock,0.172,699.0,['884703'],['iPhone X'],['Gyunam Park'],['991156'],
12616.0,2019-12-05 11:04:51,package delivered,1.412,2426.99,"['884583', '884122', '884591', '884586']","['iPhone 11', 'Kindle', 'iPad mini', 'iPad Pro']",['Gyunam Park'],"['991024', '991127', '991128']",['660740']
12617.0,2019-12-05 11:05:06,pay order,5.029,4220.96,"['884373', '884378', '884377', '884374', '884375', '884376', '884372', '884371']","['iPhone 11', 'iPhone 11 Pro', 'Echo Show 5', 'iPhone X', 'Echo Dot', 'Echo Studio', 'iPad Pro', 'Echo Plus']",['Tobias Brockhoff'],['991082'],
12618.0,2019-12-05 11:09:45,confirm order,3.133,3753.99,"['884700', '884701', '884702']","['iPad Pro', 'Echo Plus', 'MacBook Pro']",['Mahsa Bafrani'],['991155'],
12619.0,2019-12-05 11:24:01,pay order,2.74,424.97,"['883579', '883580', '883578']","['Echo Studio', 'Echo Show 8', 'Fire Stick 4K']",['Marco Pegoraro'],['990890'],
12620.0,2019-12-05 11:27:36,place order,3.32,833.97,"['884720', '884717', '884719', '884718']","['iPad mini', 'Echo Plus', 'Echo Show 8', 'Echo']",['Mohammadreza Fani Sani'],['991161'],
12621.0,2019-12-05 11:29:03,send package,4.1,4004.95,"['884665', '884611', '884689', '884480', '884662', '884663', '884609', '884664', '884667', '884610']","['Echo Show 5', 'iPhone 11 Pro', 'Fire Stick', 'iPhone 11', 'Echo Dot', 'iPad mini', 'Echo']",['Lisa Mannel'],"['991133', '991146', '991151', '991104']",['660741']
12622.0,2019-12-05 11:29:08,send package,3.358,4825.99,"['884538', '884190', '884692', '884421', '884413', '884478']","['iPhone X', 'iPhone 8', 'Echo Plus', 'MacBook Air', 'iPhone 11', 'iPad mini']",['Mahnaz Qafari'],"['991038', '991089', '991152', '991117', '991103']",['660739']
12623.0,2019-12-05 11:43:19,pick item,0.483,495.0,['884699'],['iPad'],['Mohammadreza Fani Sani'],['991154'],
12624.0,2019-12-05 11:52:16,pick item,0.28,89.99,['884508'],['Fire Stick 4K'],['Anahita Farhang Ghahfarokhi'],['991112'],
12625.0,2019-12-05 11:52:16,create package,4.513,3039.96,"['884646', '883808', '884681', '884682', '884221', '884366', '884680', '884647']","['iPad Air', 'iPhone 8', 'Fire Stick', 'Echo Show 8', 'Fire Stick 4K', 'Echo Studio', 'iPad Pro']",['Marco Pegoraro'],"['990948', '991045', '991149', '991141', '991080']",['660742']
12626.0,2019-12-05 12:02:22,pick item,1.28,149.99,['884420'],['Echo Plus'],['Mahnaz Qafari'],['991089'],
12627.0,2019-12-05 12:09:59,pick item,0.21,529.0,['884714'],['iPhone 8'],['Seran Uysal'],['991159'],
12628.0,2019-12-05 12:12:46,pay order,0.848,1273.98,"['884249', '884250', '884248']","['iPhone 11 Pro', 'Echo Dot', 'Fire Stick 4K']",['Christina Rensinghof'],['991053'],
12629.0,2019-12-05 12:20:43,package delivered,0.188,1149.0,['884371'],['iPhone 11 Pro'],['Tobias Brockhoff'],['991082'],['660734']
12630.0,2019-12-05 12:46:25,pick item,0.78,99.99,['884648'],['Echo'],['Marco Pegoraro'],['991141'],
12631.0,2019-12-05 13:06:32,pick item,0.21,529.0,['884711'],['iPhone 8'],['Seran Uysal'],['991159'],
12632.0,2019-12-05 13:08:37,pick item,0.28,89.99,['883998'],['Fire Stick 4K'],['Lisa Mannel'],['990994'],
12633.0,2019-12-05 13:10:32,pick item,0.98,129.99,['884453'],['Echo Show 8'],['Anahita Farhang Ghahfarokhi'],['991097'],
12634.0,2019-12-05 13:14:59,place order,5.997000000000001,3948.97,"['884723', '884721', '884727', '884725', '884724', '884726', '884722']","['iPhone X', 'Echo Show 5', 'Kindle Paperwhite', 'iPad Air', 'Echo Studio', 'Echo Plus', 'MacBook Air']",['Junxiong Gao'],['991162'],
12635.0,2019-12-05 13:20:38,pay order,6.412999999999999,7385.97,"['884441', '884437', '884432', '884435', '884433', '884438', '884439', '884436', '884440', '884434']","['iPad Air', 'iPhone X', 'MacBook Pro', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'iPad Pro', 'Echo']",['Claudia Graf'],['991093'],
12636.0,2019-12-05 13:24:50,pick item,0.44,476.0,['884198'],['iPad Air'],['Luis Santos'],['991039'],
12637.0,2019-12-05 13:28:20,pick item,0.188,1149.0,['884658'],['iPhone 11 Pro'],['Christine Dobbert'],['991145'],
12638.0,2019-12-05 13:28:20,create package,9.708,13621.98,"['884639', '884306', '884613', '884547', '884643', '884644', '884640', '884641', '884645', '884521', '884642']","['MacBook Pro', 'iPad', 'MacBook Air', 'Kindle Paperwhite', 'iPad mini', 'Echo']",['Kefang Ding'],"['991140', '991134', '991066', '991113', '991119']",['660743']
12639.0,2019-12-05 13:45:20,package delivered,4.1,4004.95,"['884665', '884611', '884689', '884480', '884662', '884663', '884609', '884664', '884667', '884610']","['Echo Show 5', 'iPhone 11 Pro', 'Fire Stick', 'iPhone 11', 'Echo Dot', 'iPad mini', 'Echo']",['Lisa Mannel'],"['991133', '991146', '991151', '991104']",['660741']
